AAmeUsWghorn_Library1_SRR6846266	ILLUMINA	32	ILLUMINA	33
AAmeUsWghorn_Library1_SRR6846267	illumina	9	ILLUMINA	33
AAmeUsWghorn_Library1_SRR6846268	ILLUMINA	9	ILLUMINA	33
AAmeUsWghorn_Library1_SRR6846269	ILLUMINA	32	ILLUMINA	33
AAmeUsWghorn_Library1_SRR6846270	ILLUMINA	33	ILLUMINA	33
AAmeUsWghorn_Library1_SRR6846271	ILLUMINA	33	ILLUMINA	33
AAmeUsWghorn_Library1_SRR6846272	ILLUMINA	33	ILLUMINA	33
AAmeUsWghorn_Library1_SRR6846273	ILLUMINA	33	ILLUMINA	33
GCamBwN_2253_Library1_FP100001995BR	BGI	32	BGI	42
GCamBwN__573_Library1_FP100002254TL	BGI	32	BGI	42
GCamBwN__574_Library1_FP100002254TL	BGI	32	BGI	42
GCamBwN__575_Library1_FP100002254TL	BGI	32	BGI	42
GCamCaPR1865_Library1_SRR7503125	ILLUMINA	21	ILLUMINA	19
GCamCaPR1865_Library1_SRR7503126	ILLUMINA	22	ILLUMINA	24
GCamCaPR1865_Library1_SRR7503127	ILLUMINA	21	ILLUMINA	19
GCamCaPR1865_Library1_SRR7503128	ILLUMINA	19	ILLUMINA	18
GCamCaPR1865_Library1_SRR7503129	ILLUMINA	13	ILLUMINA	33
GCamCaPR1865_Library1_SRR7503130	ILLUMINA	33	ILLUMINA	33
GCamCaPR1865_Library1_SRR7503131	ILLUMINA	13	ILLUMINA	33
GCamCaPR1865_Library1_SRR7503132	ILLUMINA	13	ILLUMINA	33
GCamCaPR1865_Library1_SRR7503155	ILLUMINA	33	ILLUMINA	33
GCamCaPR1865_Library1_SRR7503156	ILLUMINA	32	ILLUMINA	31
GCamCaPR1865_Library1_SRR7503157	ILLUMINA	33	ILLUMINA	32
GCamCaPR1865_Library1_SRR7503158	ILLUMINA	31	ILLUMINA	29
GCamCaP_NZOO_Library1_SRR3218457	ILLUMINA	33	ILLUMINA	33
GCamCaP_NZOO_Library1_SRR3218458	ILLUMINA	33	ILLUMINA	33
GCamCaPrggzc_Library1_SRR11596082	ILLUMINA	33	ILLUMINA	33
GCamKeC_7725_Library1_FP100001995BR	BGI	32	BGI	42
GCamKeC_7726_Library1_FP100002254TL	BGI	32	BGI	42
GCamKeC_7727_Library1_FP100001995BR	BGI	32	BGI	42
GCamKeC_7728_Library1_FP100002004BL	BGI	32	BGI	42
GCamKeC_7729_Library1_FP100001995BR	BGI	32	BGI	42
GCamKeC_7730_Library1_FP100001995BR	BGI	32	BGI	42
GCamKeC_7731_Library1_FP100001995BR	BGI	32	BGI	42
GCamKeC_7733_Library1_FP100002099BR	BGI	32	BGI	42
GCamKeC_7734_Library1_FP100002099BR	BGI	32	BGI	42
GCamKeC_7735_Library1_FP100002254TL	BGI	32	BGI	42
GCamKeC_9148_Library1_FP100002099BR	BGI	32	BGI	42
GCamKeS_8546_Library1_FP100002099BR	BGI	32	BGI	42
GCamKeS_8547_Library1_FP100002099BR	BGI	32	BGI	42
GCamKeS_8548_Library1_FP100002099BR	BGI	32	BGI	42
GCamKeW_7737_Library1_FP100002099BR	BGI	32	BGI	42
GCamKeW_7738_Library1_FP100002099BR	BGI	32	BGI	42
GCamKeW__MA1_Library1_SRR3217431	ILLUMINA	33	ILLUMINA	33
GCamKeW__MA1_Library1_SRR3218456	ILLUMINA	33	ILLUMINA	33
GCamNaC_7979_Library1_FP100002254TL	BGI	32	BGI	42
GCamNaC_7980_Library1_FP100002253TL	BGI	32	BGI	42
GCamNaC_7981_Library1_FP100002099BR	BGI	32	BGI	42
GCamNaC_7982_Library1_FP100002253TL	BGI	32	BGI	42
GCamNaN_2310_Library1_FP100002254TL	BGI	32	BGI	42
GCamNaN_2318_Library1_FP100002254TL	BGI	32	BGI	42
GCamTdSZNP01_Library1_ERR1248124	ILLUMINA	19	ILLUMINA	18
GCamTzC_9074_Library1_FP100002253TL	BGI	32	BGI	42
GCamTzC_9108_Library1_FP100002099BR	BGI	32	BGI	42
GCamTzC_9109_Library1_FP100002253TL	BGI	32	BGI	42
GCamTzC_9110_Library1_FP100002099BR	BGI	32	BGI	42
GCamTzW_3369_Library1_FP100002253TL	BGI	32	BGI	42
GCamUgN_1236_Library1_FP100002253TL	BGI	32	BGI	42
GCamZwS_1545_Library1_FP100002253TL	BGI	32	BGI	42
GCamZwS_1546_Library1_FP100002253TL	BGI	32	BGI	42
GCamZwS_1547_Library1_FP100002253TL	BGI	32	BGI	42
GCamZwS_1548_Library1_FP100002253TL	BGI	32	BGI	42
GCamZwS_1549_Library1_FP100002253TL	BGI	32	BGI	42
GCamZwS_1550_Library1_FP100002253TL	BGI	32	BGI	42
GCamZwS_1551_Library1_FP100002253TL	BGI	32	BGI	42
GCamZwS_1552_Library1_FP100002253TL	BGI	32	BGI	42
GCamZwS_1553_Library1_FP100002253TL	BGI	32	BGI	42
GCamZwS_1554_Library1_FP100002099BR	BGI	32	BGI	42
GCamZwS_1555_Library1_FP100002253TL	BGI	32	BGI	42
GCamZwS_1556_Library1_FP100002254TL	BGI	32	BGI	42
GCamZwS_1557_Library1_FP100002099BR	BGI	32	BGI	42
GCamZwS_1558_Library1_FP100002254TL	BGI	32	BGI	42
GCamZwS_1559_Library1_FP100002099BR	BGI	32	BGI	42
GCamZw___568_Library1_FP100002099BR	BGI	32	BGI	42
GCam___0bdf4_Library1_ERR3726893	ILLUMINA	33	ILLUMINA	33
GCam___0bdf4_Library1_ERR3726898	ILLUMINA	33	ILLUMINA	33
GCam___0bdf4_Library1_ERR3726903	ILLUMINA	33	ILLUMINA	33
GCam___0bdf4_Library1_ERR3726908	ILLUMINA	33	ILLUMINA	33
GCam___0bdf4_Library1_ERR3726913	ILLUMINA	33	ILLUMINA	33
GCam___0be7e_Library1_ERR3726894	ILLUMINA	33	ILLUMINA	33
GCam___0be7e_Library1_ERR3726899	ILLUMINA	33	ILLUMINA	33
GCam___0be7e_Library1_ERR3726904	ILLUMINA	33	ILLUMINA	33
GCam___0be7e_Library1_ERR3726909	ILLUMINA	33	ILLUMINA	33
GCam___0be7e_Library1_ERR3726914	ILLUMINA	33	ILLUMINA	33
GCam___0bf06_Library1_ERR3726895	ILLUMINA	33	ILLUMINA	33
GCam___0bf06_Library1_ERR3726900	ILLUMINA	33	ILLUMINA	33
GCam___0bf06_Library1_ERR3726905	ILLUMINA	33	ILLUMINA	33
GCam___0bf06_Library1_ERR3726910	ILLUMINA	33	ILLUMINA	33
GCam___0bf06_Library1_ERR3726915	ILLUMINA	33	ILLUMINA	33
GCam___0bf8e_Library1_ERR3726896	ILLUMINA	33	ILLUMINA	33
GCam___0bf8e_Library1_ERR3726901	ILLUMINA	33	ILLUMINA	33
GCam___0bf8e_Library1_ERR3726906	ILLUMINA	33	ILLUMINA	33
GCam___0bf8e_Library1_ERR3726911	ILLUMINA	33	ILLUMINA	33
GCam___0bf8e_Library1_ERR3726916	ILLUMINA	33	ILLUMINA	33
GCam___0c03c_Library1_ERR3726897	ILLUMINA	33	ILLUMINA	33
GCam___0c03c_Library1_ERR3726902	ILLUMINA	33	ILLUMINA	33
GCam___0c03c_Library1_ERR3726907	ILLUMINA	33	ILLUMINA	33
GCam___0c03c_Library1_ERR3726912	ILLUMINA	33	ILLUMINA	33
GCam___0c03c_Library1_ERR3726917	ILLUMINA	33	ILLUMINA	33
GCam_____569_Library1_FP100002099BR	BGI	32	BGI	42
GCam___e4fff_Library1_ERR3865619	ILLUMINA	33	ILLUMINA	33
OJohCaP_WOAK_Library1_SRR3217625	ILLUMINA	33	ILLUMINA	33
OJohCaP_WOAK_Library1_SRR3217884	ILLUMINA	33	ILLUMINA	33
OJohCaP_WOAK_Library1_SRR3217891	ILLUMINA	33	ILLUMINA	33
OJohCaPanley_Library1_SRR6846295	-	1	ILLUMINA	33
OJohCaPanley_Library1_SRR6846296	ILLUMINA	10	ILLUMINA	33
OJohCaPanley_Library1_SRR6846297	ILLUMINA	24	ILLUMINA	33
OJohCaPanley_Library1_SRR6846298	-	1	ILLUMINA	33
OJohCaPanley_Library1_SRR6846299	ILLUMINA	29	ILLUMINA	33
OJohCaPanley_Library1_SRR6846300	ILLUMINA	29	ILLUMINA	33
OJohCaPanley_Library1_SRR6846301	ILLUMINA	33	ILLUMINA	33
OJohCaPanley_Library1_SRR6846302	ILLUMINA	33	ILLUMINA	33
OJohCaPanley_Library1_SRR6846303	ILLUMINA	33	ILLUMINA	33
OJohCaPanley_Library1_SRR6846304	ILLUMINA	33	ILLUMINA	33
OJohCaPanley_Library1_SRR6846305	ILLUMINA	33	ILLUMINA	33
OJohCaPanley_Library1_SRR6846306	ILLUMINA	33	ILLUMINA	33
OJohCaPanley_Library1_SRR6846307	ILLUMINA	33	ILLUMINA	33
OJohCaPanley_Library1_SRR6846308	ILLUMINA	33	ILLUMINA	33
OJohCaPanley_Library1_SRR6846309	ILLUMINA	24	ILLUMINA	33
OJohCaPanley_Library1_SRR6846310	-	1	ILLUMINA	33
SCafKeSB_205_Library1_AB-205	ILLUMINA	33	ILLUMINA	18
